,last_price,adv_usd,n_days,missing,eligible,name,sector,tier
BRC,94.2699966430664,21565409.971618652,1255,0.0,True,Brady Corporation,Industrials,small
BXMT,14.539999961853027,21562694.520378113,1255,0.0,True,"Blackstone Mortgage Trust, Inc.",Financials,small
IVT,35.40999984741211,21414979.568481445,1255,0.0,True,InvenTrust Properties,Real Estate,small
CWT,50.11000061035156,21410451.850891113,1255,0.0,True,California Water Service Group,Utilities,small
ASTH,35.560001373291016,21374284.507751465,1255,0.0,True,"Astrana Health, Inc.",Health Care,small
PFS,24.68000030517578,21142518.28765869,1255,0.0,True,"Provident Financial Services, Inc.",Financials,small
ANDE,70.77999877929688,21125981.78100586,1255,0.0,True,"The Andersons, Inc.",Consumer Staples,small
QDEL,16.770000457763672,20946607.389068604,1255,0.0,True,QuidelOrtho,Health Care,small
BKE,43.77000045776367,20921781.92138672,1255,0.0,True,"The Buckle, Inc.",Consumer Discretionary,small
GNL,8.720000267028809,20877569.58694458,1255,0.0,True,"Global Net Lease, Inc.",Real Estate,small
HWKN,128.02999877929688,20827756.141662598,1255,0.0,True,"Hawkins, Inc.",Materials,small
STAA,24.360000610351562,20792070.11604309,1255,0.0,True,STAAR Surgical Company,Health Care,small
BBT,31.510000228881836,20785170.52078247,1255,0.0,True,Beacon Financial Corp.,Financials,small
BLKB,42.79999923706055,20626925.422668457,1255,0.0,True,Blackbaud,Information Technology,small
KWR,160.52000427246094,20332584.326171875,1255,0.0,True,Quaker Chemical Corporation,Materials,small
EFOR,28.440000534057617,20320559.2546463,1255,0.0,True,Everforth Inc.,Information Technology,small
STRA,82.0,20165059.844970703,1255,0.0,True,"Strategic Education, Inc.",Consumer Discretionary,small
ENR,20.969999313354492,20153346.88682556,1255,0.0,True,Energizer,Consumer Staples,small
SFBS,89.5,20138276.611328125,1255,0.0,True,"ServisFirst Bancshares, Inc.",Financials,small
WLY,52.20000076293945,20001901.906555176,1255,0.0,True,John Wiley & Sons,Communication Services,small
PRGS,40.59000015258789,19955235.525894165,1255,0.0,True,Progress Software Corporation,Information Technology,small
ADNT,21.040000915527344,19923919.090270996,1255,0.0,True,Adient,Consumer Discretionary,small
GHC,1203.5400390625,19852749.755859375,1255,0.0,True,Graham Holdings,Consumer Discretionary,mid
CNS,82.2699966430664,19845539.137268066,1255,0.0,True,"Cohen & Steers, Inc.",Financials,small
FTRE,19.170000076293945,19665275.637817383,783,0.0,True,Fortrea,Health Care,small
NMIH,44.29999923706055,19492956.96258545,1255,0.0,True,"NMI Holdings, Inc.",Financials,small
GBX,49.25,19363910.201263428,1255,0.0,True,"The Greenbrier Companies, Inc.",Industrials,small
CPK,132.77999877929688,19271700.0,1255,0.0,True,Chesapeake Utilities Corp.,Utilities,small
CCS,67.16000366210938,19153056.201171875,1255,0.0,True,"Century Communities, Inc.",Consumer Discretionary,small
ABM,47.90999984741211,19091715.213012695,1255,0.0,True,"ABM Industries, Inc.",Industrials,small
SBH,14.970000267028809,19014655.2734375,1255,0.0,True,"Sally Beauty Holdings, Inc.",Consumer Discretionary,small
AZTA,28.1299991607666,18954936.199951172,1255,0.0,True,"Azenta, Inc.",Health Care,small
OTTR,88.41999816894531,18844617.874145508,1255,0.0,True,Otter Tail Corporation,Utilities,small
USLM,110.30000305175781,18816574.325561523,1255,0.0,True,"United States Lime & Minerals, Inc.",Materials,small
LNN,110.81999969482422,18796337.87689209,1255,0.0,True,Lindsay Corporation,Materials,small
BLFS,31.280000686645508,18705634.7322464,1255,0.0,True,"BioLife Solutions, Inc.",Health Care,small
OSW,25.760000228881836,18659640.411949158,1255,0.0,True,OneSpaWorld Holdings Limited,Consumer Discretionary,small
PLUS,92.41000366210938,18644039.654541016,1255,0.0,True,"ePlus, Inc.",Information Technology,small
WAFD,36.77000045776367,18607643.16177368,1255,0.0,True,"WaFd, Inc.",Financials,small
FBK,60.380001068115234,18597599.487304688,1255,0.0,True,FB Financial Corp.,Financials,small
CNMD,46.29999923706055,18561532.132720947,1255,0.0,True,CONMED Corporation,Health Care,small
WGO,30.280000686645508,18468586.899375916,1255,0.0,True,"Winnebago Industries, Inc.",Consumer Discretionary,small
EPC,27.190000534057617,18138267.051887512,1255,0.0,True,Edgewell Personal Care,Consumer Staples,small
CTS,64.12000274658203,18044741.51763916,1255,0.0,True,CTS Corporation,Information Technology,small
MGEE,79.52999877929688,17985875.79727173,1255,0.0,True,"MGE Energy, Inc.",Utilities,small
LGIH,54.56999969482422,17912423.859786987,1255,0.0,True,LGI Homes,Consumer Discretionary,small
LTC,40.2400016784668,17880171.075439453,1255,0.0,True,"LTC Properties, Inc.",Real Estate,small
CXM,6.360000133514404,17805611.473464966,1255,0.0,True,"Sprinklr, Inc.",Information Technology,small
FCPT,25.600000381469727,17634768.951416016,1255,0.0,True,"Four Corners Property Trust, Inc.",Real Estate,small
VRTS,159.35000610351562,17544929.11376953,1255,0.0,True,"Virtus Investment Partners, Inc.",Financials,small
UE,22.65999984741211,17526845.650863647,1255,0.0,True,Urban Edge Properties,Real Estate,small
BANR,70.41000366210938,17521800.72784424,1255,0.0,True,Banner Corporation,Financials,small
JJSF,76.5,17493357.621002197,1255,0.0,True,J&J Snack Foods Corp.,Consumer Staples,small
MCRI,122.75,17467325.0,1255,0.0,True,"Monarch Casino & Resort, Inc.",Consumer Discretionary,small
MD,26.510000228881836,17312750.0,1255,0.0,True,Pediatrix Medical Group,Health Care,small
LZ,7.869999885559082,17117555.534791946,1255,0.0,True,"LegalZoom.com, Inc.",Industrials,small
TFIN,75.93000030517578,17007759.578704834,1255,0.0,True,"Triumph Bancorp, Inc.",Financials,small
CASH,88.23999786376953,16935027.374267578,1255,0.0,True,"Pathward Financial, Inc.",Financials,small
SPNT,23.649999618530273,16871160.842323303,1255,0.0,True,SiriusPoint Ltd.,Financials,small
IIPR,58.810001373291016,16855716.402053833,1255,0.0,True,"Innovative Industrial Properties, Inc.",Real Estate,small
CBU,64.80999755859375,16853832.689666748,1255,0.0,True,"Community Bank System, Inc.",Financials,small
FG,28.56999969482422,16830768.955993652,924,0.0,True,"F&G Annuities & Life, Inc.",Financials,small
PRG,44.02000045776367,16799427.659606934,1255,0.0,True,"PROG Holdings, Inc.",Financials,small
TWO,12.09000015258789,16771367.139816284,1255,0.0,True,Two Harbors Investment Corp.,Financials,small
NGVT,73.11000061035156,16721575.0,1255,0.0,True,"Ingevity, Corp.",Materials,small
CCOI,13.5,16700167.762947083,1255,0.0,True,"Cogent Communications Holdings, Inc.",Communication Services,small
BANF,112.81999969482422,16687368.968200684,1255,0.0,True,Bancfirst Corp,Financials,small
NBTB,52.650001525878906,16644284.452056885,1255,0.0,True,"NBT Bancorp, Inc.",Financials,small
AORT,26.829999923706055,16369858.450889587,1255,0.0,True,Artivion,Health Care,small
TRMK,47.45000076293945,16333976.945114136,1255,0.0,True,Trustmark Corp.,Financials,small
VSTS,14.460000038146973,16297280.855083466,713,0.0,True,Vestis,Industrials,small
SDGR,15.140000343322754,16275951.596832275,1255,0.0,True,"Schrödinger, Inc.",Health Care,small
NEOG,12.039999961853027,16251536.73248291,1255,0.0,True,Neogen,Health Care,small
WWW,19.68000030517578,16200043.600463867,1255,0.0,True,"Wolverine World Wide, Inc.",Consumer Discretionary,small
UPBD,19.389999389648438,16057404.185295105,1255,0.0,True,"Upbound Group, Inc.",Consumer Discretionary,small
PRK,208.14999389648438,16038871.58203125,1255,0.0,True,Park National Corp.,Financials,small
WINA,333.5,16034731.491088867,1255,0.0,True,Winmark,Consumer Discretionary,small
INVA,20.969999313354492,15913716.054153442,1255,0.0,True,"Innoviva, Inc.",Health Care,small
ARLO,14.720000267028809,15882327.439880371,1255,0.0,True,Arlo Technologies,Information Technology,small
GRBK,70.7300033569336,15806965.466308594,1255,0.0,True,"Green Brick Partners, Inc.",Consumer Discretionary,small
UA,6.489999771118164,15695933.363399506,1255,0.0,True,Under Armour (Class C),Consumer Discretionary,small
CRSR,10.609999656677246,15600640.338134766,1255,0.0,True,Corsair Gaming,Information Technology,small
IART,16.649999618530273,15569414.643287659,1255,0.0,True,Integra Lifesciences Holdings,Health Care,small
GIII,36.40999984741211,15368660.935592651,1255,0.0,True,"G-III Apparel Group, Ltd.",Consumer Discretionary,small
MTX,76.23999786376953,15210499.6925354,1255,0.0,True,Minerals Technologies,Materials,small
TILE,34.2599983215332,15126076.20048523,1255,0.0,True,"Interface, Inc.",Industrials,small
VYX,8.270000457763672,15006018.570137024,1255,0.0,True,NCR Voyix,Information Technology,small
PRLB,75.05000305175781,14965136.529541016,1255,0.0,True,Protolabs,Industrials,small
CHCO,145.11000061035156,14943056.54296875,1255,0.0,True,City Holding Company,Financials,small
EPAC,35.7400016784668,14927094.705963135,1255,0.0,True,Enerpac Tool Group,Industrials,small
EFC,13.279999732971191,14856127.972888947,1255,0.0,True,"Ellington Financial, Inc.",Financials,small
GTY,34.13999938964844,14506695.762634277,1255,0.0,True,Getty Realty Corp.,Real Estate,small
NWBI,15.739999771118164,14372193.039989471,1255,0.0,True,"Northwest Bancshares, Inc.",Financials,small
EVTC,30.440000534057617,14366772.296142578,1255,0.0,True,"EVERTEC, Inc.",Financials,small
GEF,86.55000305175781,14291583.806991577,1255,0.0,True,"Greif, Inc.",Materials,mid
VIR,8.65999984741211,14145430.23109436,1255,0.0,True,"Vir Biotechnology, Inc.",Health Care,small
ROCK,42.2599983215332,13997919.891357422,1255,0.0,True,"Gibraltar Industries, Inc.",Industrials,small
WD,49.689998626708984,13955462.482070923,1255,0.0,True,"Walker & Dunlop, Inc.",Financials,small
LZB,39.380001068115234,13918616.627120972,1255,0.0,True,"La-Z-Boy, Inc.",Consumer Discretionary,small
IOSP,85.9800033569336,13860014.430999756,1255,0.0,True,"Innospec, Inc.",Materials,small
HCSG,23.299999237060547,13817995.954322815,1255,0.0,True,"Healthcare Services Group, Inc.",Industrials,small
USPH,79.05999755859375,13753584.173583984,1255,0.0,True,"U.S. Physical Therapy, Inc.",Health Care,small
JOE,62.2400016784668,13680504.38117981,1255,0.0,True,St. Joe Company,Real Estate,small
AIN,74.51000213623047,13675188.217163086,1255,0.0,True,Albany International Corp.,Industrials,small
OFG,52.86000061035156,13595592.156982422,1255,0.0,True,OFG Bancorp,Financials,small
XHR,20.579999923706055,13531249.76158142,1255,0.0,True,"Xenia Hotels & Resorts, Inc.",Real Estate,small
NBHC,43.189998626708984,13489877.809143066,1255,0.0,True,National Bank Holdings Corporation,Financials,small
FCF,21.530000686645508,13430447.602844238,1255,0.0,True,"First Commonwealth Financial, Corp.",Financials,small
ACT,47.31999969482422,13425112.671279907,1223,0.0,True,"Enact Holdings, Inc.",Financials,small
DMC,29.709999084472656,13409599.822998047,1255,0.0,True,Del Monte Corporation,Consumer Staples,small
AHCO,10.800000190734863,13145840.698814392,1255,0.0,True,AdaptHealth Corp.,Health Care,small
COLL,35.38999938964844,13049999.713897705,1255,0.0,True,"Collegium Pharmaceutical, Inc.",Health Care,small
NSSC,37.08000183105469,13011933.251953125,1255,0.0,True,Napco Security Technologies,Information Technology,small
HLX,9.510000228881836,12895343.68057251,1255,0.0,True,"Helix Energy Solutions Group, Inc.",Energy,small
MRTN,14.789999961853027,12889087.196540833,1255,0.0,True,"Marten Transport, Ltd.",Industrials,small
MLKN,22.520000457763672,12829871.696281433,1255,0.0,True,"MillerKnoll, Inc.",Industrials,small
DFIN,47.29999923706055,12796542.584609985,1255,0.0,True,"Donnelley Financial Solutions, Inc.",Financials,small
SCHL,40.650001525878906,12776805.536270142,1255,0.0,True,Scholastic Corporation,Consumer Discretionary,small
NPK,121.41999816894531,12668100.637817383,1255,0.0,True,"National Presto Industries, Inc.",Industrials,small
FBNC,62.869998931884766,12629299.089431763,1255,0.0,True,First Bancorp (Southern Pines NC),Financials,small
HMN,52.11000061035156,12510564.254760742,1255,0.0,True,Horace Mann Educators Corporation,Financials,small
STC,67.58999633789062,12394577.503967285,1255,0.0,True,Stewart Information Services Corporation,Financials,small
PMT,9.430000305175781,12329831.679725647,1255,0.0,True,PennyMac Mortgage Investment Trust,Real Estate,small
SLVM,37.40999984741211,12318192.095947266,1218,0.0,True,Sylvamo Corp.,Materials,small
FIZZ,31.639999389648438,12104871.881103516,1255,0.0,True,National Beverage Corp.,Consumer Staples,small
NWN,48.91999816894531,12032696.976470947,1255,0.0,True,NW Natural,Utilities,small
STBA,52.150001525878906,11855886.344146729,1255,0.0,True,"S&T Bancorp, Inc.",Financials,small
TNC,84.02999877929688,11821862.126159668,1255,0.0,True,Tennant Company,Industrials,small
HOPE,14.010000228881836,11693259.032535553,1255,0.0,True,"Hope Bancorp, Inc.",Financials,small
PCRX,26.40999984741211,11669666.106796265,1255,0.0,True,"Pacira BioSciences, Inc.",Health Care,small
DCOM,40.7599983215332,11232479.00390625,1255,0.0,True,"Dime Community Bancshares, Inc.",Financials,small
CRVL,60.060001373291016,11092950.0,1255,0.0,True,CorVel Corporation,Health Care,small
XNCR,20.209999084472656,10961029.967308044,1255,0.0,True,Xencor Inc,Health Care,small
WOR,56.209999084472656,10905553.86428833,1255,0.0,True,Worthington Enterprises,Industrials,small
PRSU,50.529998779296875,10897259.801101685,1255,0.0,True,"Pursuit Attractions & Hospitality, Inc.",Consumer Discretionary,small
CENTA,37.90999984741211,10830311.737060547,1255,0.0,True,Central Garden & Pet Company (Class A),Consumer Staples,small
LKFN,62.650001525878906,10780739.728546143,1255,0.0,True,Lakeland Financial,Financials,small
PFBC,104.44000244140625,10444476.708984375,1255,0.0,True,Preferred Bank,Financials,small
HTH,39.439998626708984,10410431.537246704,1255,0.0,True,Hilltop Holdings Inc.,Financials,small
UVV,52.689998626708984,10373327.819824219,1255,0.0,True,Universal Corporation,Consumer Staples,small
QNST,15.5,10335205.800628662,1255,0.0,True,"QuinStreet, Inc.",Communication Services,small
THRM,40.58000183105469,10225928.08227539,1255,0.0,True,Gentherm Incorporated,Consumer Discretionary,small
HZO,34.470001220703125,10176764.141082764,1255,0.0,True,"MarineMax, Inc.",Consumer Discretionary,small
PAHC,36.33000183105469,10127440.544128418,1255,0.0,True,Phibro Animal Health,Health Care,small
WABC,60.150001525878906,10113029.713439941,1255,0.0,True,Westamerica Bank,Financials,small
EIG,50.54999923706055,10071048.03352356,1255,0.0,True,"Employers Holdings, Inc.",Financials,small
ASTE,50.65999984741211,10039550.0,1255,0.0,True,"Astec Industries, Inc.",Industrials,small
SCSC,56.619998931884766,10038043.762207031,1255,0.0,True,"ScanSource, Inc.",Information Technology,small
XPEL,44.369998931884766,9864971.891784668,1255,0.0,True,"XPEL, Inc.",Consumer Discretionary,small
DLX,25.8700008392334,9813532.334518433,1255,0.0,True,Deluxe Corporation,Industrials,small
AMPH,19.940000534057617,9515655.318260193,1255,0.0,True,"Amphstar Pharmaceuticals, Inc.",Health Care,small
RES,5.610000133514404,9492352.816057205,1255,0.0,True,"RPC, Inc.",Energy,small
DFH,12.789999961853027,9429054.023265839,1255,0.0,True,"Dream Finders Homes, Inc.",Consumer Discretionary,small
CNXN,83.72000122070312,9401325.0,1255,0.0,True,"PC Connection, Inc.",Information Technology,small
WS,36.0099983215332,9395644.401550293,670,0.0,True,Worthington Steel,Materials,small
INVX,28.079999923706055,9321978.834152222,1255,0.0,True,"Innovex International, Inc.",Energy,small
HTLD,12.229999542236328,9257455.757522583,1255,0.0,True,"Heartland Express, Inc.",Industrials,small
AAT,23.59000015258789,9222600.173950195,1255,0.0,True,American Assets Trust,Real Estate,small
FOXF,18.0,9040878.465270996,1255,0.0,True,Fox Factory,Consumer Discretionary,small
DEA,24.360000610351562,8983655.972671509,1255,0.0,True,"Easterly Government Properties, Inc.",Real Estate,small
JBSS,82.76000213623047,8885855.712890625,1255,0.0,True,"John B. Sanfilippo & Son, Inc.",Consumer Staples,small
VTOL,45.31999969482422,8695287.818908691,1255,0.0,True,Bristow Group Inc.,Energy,small
TRUP,24.489999771118164,8396112.283325195,1255,0.0,True,Trupanion,Financials,small
FBRT,7.590000152587891,8184617.8150177,1200,0.0,True,"Franklin BSP Realty Trust, Inc.",Real Estate,small
APOG,39.599998474121094,8018775.0,1255,0.0,True,"Apogee Enterprises, Inc.",Industrials,small
SAFT,103.38999938964844,7874567.724609375,1255,0.0,True,"Safety Insurance Group, Inc.",Financials,small
NAVI,8.390000343322754,7680830.868530273,1255,0.0,True,Navient,Financials,small
CSR,54.84000015258789,7641757.958221436,1255,0.0,True,Centerspace Trust,Real Estate,small
REX,43.040000915527344,7500771.156692505,1255,0.0,True,REX American Resources Corporation,Energy,small
NABL,4.679999828338623,7386712.226200104,1255,0.0,True,"N-able, Inc.",Information Technology,small
HFWA,29.729999542236328,7318500.194549561,1255,0.0,True,Heritage Financial Corporation,Financials,small
TMP,99.83999633789062,7111040.100097656,1255,0.0,True,Tompkins Financial Corporation,Financials,small
KOP,49.02000045776367,7032997.177124023,1255,0.0,True,"Koppers Holdings, Inc.",Materials,small
HAFC,31.8799991607666,7019128.7940979,1255,0.0,True,Hanmi Financial Corporation,Financials,small
JBGS,14.050000190734863,7011839.962005615,1255,0.0,True,JBG Smith,Real Estate,small
MSEX,57.29999923706055,6953845.77331543,1255,0.0,True,Middlesex Water Company,Utilities,small
UFCS,51.36000061035156,6920207.954406738,1255,0.0,True,"United Fire Group, Inc.",Financials,small
EGBN,27.75,6783909.058570862,1255,0.0,True,Eagle Bancorp Inc,Financials,small
TR,39.02000045776367,6752981.428527832,1255,0.0,True,"Tootsie Roll Industries, Inc.",Consumer Staples,small
MATW,27.75,6618330.074310303,1255,0.0,True,Matthews International Corporation,Consumer Discretionary,small
AMSF,29.040000915527344,6528962.298583984,1255,0.0,True,"Amerisafe, Inc.",Financials,small
SCL,64.13999938964844,6457210.255813599,1255,0.0,True,Stepan Company,Materials,small
MTUS,20.1200008392334,6454097.826004028,1255,0.0,True,Metallus Inc,Materials,small
LQDT,38.97999954223633,6388821.924972534,1255,0.0,True,"Liquidity Services, Inc.",Industrials,small
MBIN,55.18000030517578,6385202.407836914,1255,0.0,True,Merchants Bancorp,Financials,small
ADAM,9.069999694824219,6382854.212188721,1255,0.0,True,"Adamas Trust, Inc.",Real Estate,small
AGNT,4.050000190734863,6312657.21373558,1255,0.0,True,"eXp World Holdings, Inc.",Real Estate,small
NX,17.84000015258789,6214006.11038208,1255,0.0,True,Quanex Building Products Corporation,Industrials,small
CFFN,8.84000015258789,6050334.132814407,1255,0.0,True,Capitol Federal Savings Bank,Financials,small
TRST,56.97999954223633,5970239.329147339,1255,0.0,True,TrustCo Bank Corp NY,Financials,small
MMI,30.75,5781671.970748901,1255,0.0,True,"Marcus & Millichap, Inc.",Real Estate,small
UTL,53.939998626708984,5579348.132324219,1255,0.0,True,Unitil Corporation,Utilities,small
NXRT,26.110000610351562,5314125.0,1255,0.0,True,"NexPoint Residential Trust, Inc.",Real Estate,small
SHEN,11.989999771118164,5297070.127487183,1255,0.0,True,Shenandoah Telecommunications Co,Communication Services,small
HSTM,28.040000915527344,5124869.923782349,1255,0.0,True,"HealthStream, Inc.",Health Care,small
SAFE,16.18000030517578,5046510.968208313,1255,0.0,True,"Safehold, Inc.",Real Estate,small
CPF,39.400001525878906,4643432.1533203125,1255,0.0,True,Central Pacific Financial Corp.,Financials,small
SMP,38.22999954223633,4405932.665634155,1255,0.0,True,"Standard Motor Products, Inc.",Consumer Discretionary,small
SBSI,32.5099983215332,3578361.0969543457,1255,0.0,True,"Southside Bancshares, Inc.",Financials,small
CENT,43.04999923706055,2943675.0411987305,1255,0.0,True,Central Garden & Pet Company,Consumer Staples,small
BFS,34.06999969482422,2623813.579559326,1255,0.0,True,"Saul Centers, Inc.",Real Estate,small
